match_level,mp_id,jarvis_id,formula,reduced_formula,natoms,mp_label_ev_atom,jarvis_label_ev_atom,delta_mev_atom,abs_delta_mev_atom
reduced_formula_plus_natoms,mb-mp-e-form-000071,JVASP-79698,LiFePt2,LiFePt2,4,1.8369209200000003,-0.40178,-2238.70092,2238.70092
reduced_formula_plus_natoms,mb-mp-e-form-000093,JVASP-80141,LiScRh2,LiScRh2,4,1.817160475,-0.6488,-2465.9604750000003,2465.9604750000003
reduced_formula_plus_natoms,mb-mp-e-form-000163,JVASP-73925,BeCdPt2,BeCdPt2,4,1.7251881175000006,-0.27382,-1999.0081175000005,1999.0081175000005
reduced_formula_plus_natoms,mb-mp-e-form-000173,JVASP-105467,La2AlZn,La2AlZn,4,2.0671961712499995,-0.42598,-2493.1761712499997,2493.1761712499997
reduced_formula_plus_natoms,mb-mp-e-form-000204,JVASP-90764,HfMg,HfMg,8,2.1575735074999995,0.95549,-1202.0835074999995,1202.0835074999995
reduced_formula_plus_natoms,mb-mp-e-form-000270,JVASP-82003,Si2TcRh,Si2TcRh,4,2.46506237,0.49594,-1969.12237,1969.12237
reduced_formula_plus_natoms,mb-mp-e-form-000399,JVASP-99543,Sc2NiPd,Sc2NiPd,4,1.8646878774999998,-0.74026,-2604.9478775,2604.9478775
reduced_formula_plus_natoms,mb-mp-e-form-000400,JVASP-104587,LiGe2Ir,LiGe2Ir,4,1.7964928900000001,-0.32952,-2126.01289,2126.01289
reduced_formula_plus_natoms,mb-mp-e-form-000425,JVASP-101015,Sc2CdAu,Sc2CdAu,4,1.75059982875,-0.58692,-2337.51982875,2337.51982875
reduced_formula_plus_natoms,mb-mp-e-form-000439,JVASP-106598,Sc2TlHg,Sc2TlHg,4,1.80425776375,-0.32511,-2129.36776375,2129.36776375
reduced_formula_plus_natoms,mb-mp-e-form-000457,JVASP-107980,Sc2CuRh,Sc2CuRh,4,1.8948678800000005,-0.70126,-2596.1278800000005,2596.1278800000005
reduced_formula_plus_natoms,mb-mp-e-form-000458,JVASP-76979,LiPRh2,LiPRh2,4,1.8033900169642858,-0.16293,-1966.3200169642857,1966.3200169642857
reduced_formula_plus_natoms,mb-mp-e-form-000479,JVASP-99822,MnZnPt2,MnZnPt2,4,1.861460731250001,-0.39761,-2259.0707312500012,2259.0707312500012
reduced_formula_plus_natoms,mb-mp-e-form-000567,JVASP-81636,Y2ZnAg,Y2ZnAg,4,2.09659657125,0.4924,-1604.19657125,1604.19657125
reduced_formula_plus_natoms,mb-mp-e-form-000600,JVASP-81711,YSbRh2,YSbRh2,4,1.8294299837499999,0.1618,-1667.6299837499998,1667.6299837499998
reduced_formula_plus_natoms,mb-mp-e-form-000608,JVASP-77197,MgScIr2,MgScIr2,4,2.238249205,-0.50524,-2743.489205,2743.489205
reduced_formula_plus_natoms,mb-mp-e-form-000646,JVASP-70453,Be2NiPd,Be2NiPd,4,2.1505668449999997,-0.27667,-2427.236845,2427.236845
reduced_formula_plus_natoms,mb-mp-e-form-000660,JVASP-81890,Be2ZnPt,Be2ZnPt,4,1.7295798012500003,0.26052,-1469.0598012500002,1469.0598012500002
reduced_formula_plus_natoms,mb-mp-e-form-000665,JVASP-85110,Sc2AlAu,Sc2AlAu,4,1.9855612474999993,-0.62326,-2608.8212474999996,2608.8212474999996
reduced_formula_plus_natoms,mb-mp-e-form-000670,JVASP-77301,YGaAg2,YGaAg2,4,1.6117418375000003,-0.04126,-1653.0018375000004,1653.0018375000004
reduced_formula_plus_natoms,mb-mp-e-form-000721,JVASP-29762,CdCN2,CdCN2,4,2.3795170303725,0.62767,-1751.8470303725,1751.8470303725
reduced_formula_plus_natoms,mb-mp-e-form-000722,JVASP-29762,CdCN2,CdCN2,4,1.6193272203725,0.62767,-991.6572203725001,991.6572203725001
reduced_formula_plus_natoms,mb-mp-e-form-000796,JVASP-62561,ZrBRh3,ZrBRh3,5,1.8488052746666654,-0.73709,-2585.895274666665,2585.895274666665
reduced_formula_plus_natoms,mb-mp-e-form-000854,JVASP-118926,AuC2,AuC2,3,1.5802622941666666,0.77497,-805.2922941666666,805.2922941666666
reduced_formula_plus_natoms,mb-mp-e-form-000886,JVASP-55218,Mn3RhN,Mn3RhN,5,1.7945568015239999,-0.17976,-1974.3168015239999,1974.3168015239999
reduced_formula_plus_natoms,mb-mp-e-form-000906,JVASP-51229,NaSrNb2,NaSrNb2,4,1.6178497126785718,1.47334,-144.5097126785717,144.5097126785717
reduced_formula_plus_natoms,mb-mp-e-form-000912,JVASP-51323,B2IrCl,B2IrCl,4,1.7794918508516666,1.90004,120.54814914833334,120.54814914833334
reduced_formula_plus_natoms,mb-mp-e-form-000920,JVASP-15764,Pr3TlC,Pr3TlC,5,1.5991760852499994,1.58747,-11.706085249999498,11.706085249999498
reduced_formula_plus_natoms,mb-mp-e-form-000923,JVASP-39250,Hg3C,Hg3C,4,1.5221225128125002,1.66672,144.59748718749975,144.59748718749975
reduced_formula_plus_natoms,mb-mp-e-form-000928,JVASP-16921,AgN,AgN,2,1.6406404538100006,1.69868,58.0395461899994,58.0395461899994
reduced_formula_plus_natoms,mb-mp-e-form-000930,JVASP-35984,IrC,IrC,2,1.4391152406249992,1.22284,-216.27524062499924,216.27524062499924
reduced_formula_plus_natoms,mb-mp-e-form-000937,JVASP-36241,ReC2,ReC2,3,1.5094211550000007,0.41459,-1094.8311550000008,1094.8311550000008
reduced_formula_plus_natoms,mb-mp-e-form-000945,JVASP-36344,OsN,OsN,2,1.3649973113100007,0.56766,-797.3373113100006,797.3373113100006
reduced_formula_plus_natoms,mb-mp-e-form-000947,JVASP-36347,OsC,OsC,2,1.4654005531250007,1.48398,18.57944687499935,18.57944687499935
reduced_formula_plus_natoms,mb-mp-e-form-000949,JVASP-36347,OsC,OsC,2,1.3884472481250008,1.48398,95.53275187499932,95.53275187499932
reduced_formula_plus_natoms,mb-mp-e-form-000957,JVASP-14740,C,C,4,1.2993789862499998,0.0,-1299.3789862499998,1299.3789862499998
reduced_formula_plus_natoms,mb-mp-e-form-000957,JVASP-48,C,C,4,1.2993789862499998,0.0,-1299.3789862499998,1299.3789862499998
reduced_formula_plus_natoms,mb-mp-e-form-000957,JVASP-8067,C,C,4,1.2993789862499998,0.12945,-1169.9289862499998,1169.9289862499998
reduced_formula_plus_natoms,mb-mp-e-form-000959,JVASP-25119,O2,O2,6,1.0043943370833333,0.96891,-35.48433708333321,35.48433708333321
reduced_formula_plus_natoms,mb-mp-e-form-000967,JVASP-25367,Sr,Sr,1,1.39621832,0.00187,-1394.34832,1394.34832
reduced_formula_plus_natoms,mb-mp-e-form-000969,JVASP-16921,AgN,AgN,2,1.4101863938100005,1.69868,288.4936061899994,288.4936061899994
reduced_formula_plus_natoms,mb-mp-e-form-000972,JVASP-118110,ClO,ClO,2,1.061747547745,0.82746,-234.28754774500004,234.28754774500004
reduced_formula_plus_natoms,mb-mp-e-form-000975,JVASP-78483,TeN2,TeN2,3,1.5068443550800008,1.69774,190.89564491999923,190.89564491999923
reduced_formula_plus_natoms,mb-mp-e-form-000979,JVASP-79523,PBr,PBr,4,1.0677891314285715,0.95039,-117.39913142857151,117.39913142857151
reduced_formula_plus_natoms,mb-mp-e-form-000990,JVASP-93246,Sm3AlN,Sm3AlN,5,1.0761805680240002,-0.90778,-1983.9605680240002,1983.9605680240002
reduced_formula_plus_natoms,mb-mp-e-form-000997,JVASP-117876,CNCl,CNCl,6,1.2950301885366677,0.35678,-938.2501885366678,938.2501885366678
reduced_formula_plus_natoms,mb-mp-e-form-001001,JVASP-93815,IrC2,IrC2,6,1.4224843408333332,1.38847,-34.0143408333331,34.0143408333331
reduced_formula_plus_natoms,mb-mp-e-form-001004,JVASP-93815,IrC2,IrC2,6,1.3025305708333335,1.38847,85.93942916666664,85.93942916666664
reduced_formula_plus_natoms,mb-mp-e-form-001082,JVASP-100710,Ca2ZnIn,Ca2ZnIn,4,1.2533792204166665,-0.44455,-1697.9292204166666,1697.9292204166666
reduced_formula_plus_natoms,mb-mp-e-form-001110,JVASP-80392,SrCaMg2,SrCaMg2,4,1.3870422775,0.38054,-1006.5022775000001,1006.5022775000001
reduced_formula_plus_natoms,mb-mp-e-form-001131,JVASP-90561,YMg,YMg,8,1.2398982800000002,1.16286,-77.03828000000024,77.03828000000024
reduced_formula_plus_natoms,mb-mp-e-form-001131,JVASP-92315,YMg,YMg,8,1.2398982800000002,0.34027,-899.6282800000001,899.6282800000001
reduced_formula_plus_natoms,mb-mp-e-form-001132,JVASP-80480,YMg,YMg,4,1.2215036750000001,-0.09389,-1315.3936750000003,1315.3936750000003
reduced_formula_plus_natoms,mb-mp-e-form-001149,JVASP-80762,Mg2HgPb,Mg2HgPb,4,1.0025267275,-0.06588,-1068.4067275,1068.4067275
reduced_formula_plus_natoms,mb-mp-e-form-001218,JVASP-80964,Ca2ZnSn,Ca2ZnSn,4,1.2031743250000002,-0.60844,-1811.6143250000002,1811.6143250000002
reduced_formula_plus_natoms,mb-mp-e-form-001243,JVASP-99537,LiCd2Ni,LiCd2Ni,4,1.1873179474999997,-0.1711,-1358.4179474999999,1358.4179474999999
reduced_formula_plus_natoms,mb-mp-e-form-001243,JVASP-76838,LiCd2Ni,LiCd2Ni,4,1.1873179474999997,1.25026,62.94205250000018,62.94205250000018
reduced_formula_plus_natoms,mb-mp-e-form-001255,JVASP-81072,ZrHgAu2,ZrHgAu2,4,1.3628101125,-0.31391,-1676.7201125,1676.7201125
reduced_formula_plus_natoms,mb-mp-e-form-001267,JVASP-110011,NaCa2Rh,NaCa2Rh,4,1.23964947625,-0.22618,-1465.8294762500002,1465.8294762500002
reduced_formula_plus_natoms,mb-mp-e-form-001275,JVASP-81135,Li2InPb,Li2InPb,4,1.1185605966666667,-0.20927,-1327.830596666667,1327.830596666667
reduced_formula_plus_natoms,mb-mp-e-form-001281,JVASP-76892,Mg2ZnGa,Mg2ZnGa,4,1.2600887462500001,0.1754,-1084.6887462500001,1084.6887462500001
reduced_formula_plus_natoms,mb-mp-e-form-001298,JVASP-81240,Li2MgGa,Li2MgGa,4,1.1458608775,1.09696,-48.90087750000016,48.90087750000016
reduced_formula_plus_natoms,mb-mp-e-form-001370,JVASP-101163,LiSiAg2,LiSiAg2,4,1.51248715,-0.04116,-1553.64715,1553.64715
reduced_formula_plus_natoms,mb-mp-e-form-001404,JVASP-81671,Li2PtPb,Li2PtPb,4,1.3416455374999998,-0.09141,-1433.0555375,1433.0555375
reduced_formula_plus_natoms,mb-mp-e-form-001406,JVASP-77426,Sc2HgPt,Sc2HgPt,4,1.5059591724999994,0.0426,-1463.3591724999994,1463.3591724999994
reduced_formula_plus_natoms,mb-mp-e-form-001412,JVASP-99375,Li2CaTl,Li2CaTl,4,1.11522480875,-0.28355,-1398.7748087500001,1398.7748087500001
reduced_formula_plus_natoms,mb-mp-e-form-001413,JVASP-77182,Ca2ZnPb,Ca2ZnPb,4,1.2161043112499998,-0.54131,-1757.4143112499999,1757.4143112499999
reduced_formula_plus_natoms,mb-mp-e-form-001479,JVASP-109020,Ba2MgTl,Ba2MgTl,4,1.0892053662499999,-0.32698,-1416.18536625,1416.18536625
reduced_formula_plus_natoms,mb-mp-e-form-001547,JVASP-29762,CdCN2,CdCN2,4,1.1960241053724996,0.62767,-568.3541053724996,568.3541053724996
reduced_formula_plus_natoms,mb-mp-e-form-001549,JVASP-25274,C,C,8,1.008428672500001,0.11246,-895.9686725000009,895.9686725000009
reduced_formula_plus_natoms,mb-mp-e-form-001549,JVASP-8006,C,C,8,1.008428672500001,0.79973,-208.69867250000084,208.69867250000084
reduced_formula_plus_natoms,mb-mp-e-form-001553,JVASP-25083,As,As,2,1.0979578600000002,0.12267,-975.2878600000001,975.2878600000001
reduced_formula_plus_natoms,mb-mp-e-form-001580,JVASP-39243,K3W,K3W,4,1.5153473421250006,1.31248,-202.86734212500045,202.86734212500045
reduced_formula_plus_natoms,mb-mp-e-form-001585,JVASP-120327,MgC,MgC,4,1.2380777231249995,0.42634,-811.7377231249995,811.7377231249995
reduced_formula_plus_natoms,mb-mp-e-form-001727,JVASP-117840,PBr2,PBr2,3,1.2611389926190475,0.25694,-1004.1989926190475,1004.1989926190475
reduced_formula_plus_natoms,mb-mp-e-form-001805,JVASP-17745,Pr3SnC,Pr3SnC,5,1.4147717692500001,1.4039,-10.871769250000218,10.871769250000218
formula_exact,mb-mp-e-form-001818,JVASP-29635,C3N4,C3N4,14,1.4983270291757143,0.33879,-1159.5370291757142,1159.5370291757142
reduced_formula_plus_natoms,mb-mp-e-form-001819,JVASP-86119,Fe2C,Fe2C,6,1.1525580237500002,1.03225,-120.30802375000027,120.30802375000027
reduced_formula_plus_natoms,mb-mp-e-form-001824,JVASP-62568,BN,BN,4,1.0712926479766667,-1.37181,-2443.1026479766665,2443.1026479766665
reduced_formula_plus_natoms,mb-mp-e-form-001824,JVASP-79276,BN,BN,4,1.0712926479766667,1.21935,148.05735202333327,148.05735202333327
reduced_formula_plus_natoms,mb-mp-e-form-001824,JVASP-62618,BN,BN,4,1.0712926479766667,-1.38441,-2455.7026479766664,2455.7026479766664
reduced_formula_plus_natoms,mb-mp-e-form-001826,JVASP-29762,CdCN2,CdCN2,4,1.2156884803725,0.62767,-588.0184803725001,588.0184803725001
reduced_formula_plus_natoms,mb-mp-e-form-001828,JVASP-25274,C,C,8,1.2550213525,0.11246,-1142.5613525,1142.5613525
reduced_formula_plus_natoms,mb-mp-e-form-001828,JVASP-8006,C,C,8,1.2550213525,0.79973,-455.29135249999996,455.29135249999996
reduced_formula_plus_natoms,mb-mp-e-form-001843,JVASP-51159,TiVW,TiVW,3,1.1287628219444439,0.87336,-255.40282194444387,255.40282194444387
reduced_formula_plus_natoms,mb-mp-e-form-001847,JVASP-51191,CuRe2Cl,CuRe2Cl,4,1.083889670435,1.1984,114.51032956499985,114.51032956499985
reduced_formula_plus_natoms,mb-mp-e-form-001849,JVASP-51196,ReW2Br,ReW2Br,4,1.2761249868750006,0.97028,-305.8449868750006,305.8449868750006
reduced_formula_plus_natoms,mb-mp-e-form-001858,JVASP-51241,BaMgOs2,BaMgOs2,4,1.32301877,1.19329,-129.72877000000005,129.72877000000005
reduced_formula_plus_natoms,mb-mp-e-form-001869,JVASP-51270,BSe2Cl,BSe2Cl,4,1.2164395757214588,1.27946,63.02042427854126,63.02042427854126
reduced_formula_plus_natoms,mb-mp-e-form-001896,JVASP-39243,K3W,K3W,4,1.5069513846250007,1.31248,-194.47138462500058,194.47138462500058
reduced_formula_plus_natoms,mb-mp-e-form-001897,JVASP-39250,Hg3C,Hg3C,4,1.5200397578125,1.66672,146.68024218749997,146.68024218749997
reduced_formula_plus_natoms,mb-mp-e-form-001910,JVASP-38222,Rb3Nb,Rb3Nb,4,1.235714261705665,1.10713,-128.58426170566494,128.58426170566494
reduced_formula_plus_natoms,mb-mp-e-form-001911,JVASP-38223,Rb3Mo,Rb3Mo,4,1.2389033147413797,1.17748,-61.42331474137963,61.42331474137963
reduced_formula_plus_natoms,mb-mp-e-form-001912,JVASP-38223,Rb3Mo,Rb3Mo,4,1.2359276797413794,1.17748,-58.44767974137932,58.44767974137932
reduced_formula_plus_natoms,mb-mp-e-form-001931,JVASP-36025,TcB,TcB,2,0.7175548816666666,-0.26208,-979.6348816666666,979.6348816666666
reduced_formula_plus_natoms,mb-mp-e-form-001933,JVASP-36367,ReN,ReN,2,0.9866286300600002,0.5436,-443.02863006000024,443.02863006000024
reduced_formula_plus_natoms,mb-mp-e-form-001943,JVASP-25242,Ba,Ba,2,0.71142014,0.01488,-696.54014,696.54014
reduced_formula_plus_natoms,mb-mp-e-form-001943,JVASP-78474,Ba,Ba,2,0.71142014,0.75947,48.04986,48.04986
reduced_formula_plus_natoms,mb-mp-e-form-001946,JVASP-25175,Sc,Sc,1,0.7203188999999997,0.04627,-674.0488999999997,674.0488999999997
reduced_formula_plus_natoms,mb-mp-e-form-001947,JVASP-36241,ReC2,ReC2,3,0.8905713550000011,0.41459,-475.98135500000103,475.98135500000103
reduced_formula_plus_natoms,mb-mp-e-form-001955,JVASP-78788,IrN2,IrN2,3,0.7804223450800004,0.83532,54.89765491999954,54.89765491999954
reduced_formula_plus_natoms,mb-mp-e-form-001955,JVASP-36298,IrN2,IrN2,3,0.7804223450800004,0.94769,167.26765491999961,167.26765491999961
reduced_formula_plus_natoms,mb-mp-e-form-001957,JVASP-36347,OsC,OsC,2,0.7120940731250016,1.48398,771.8859268749985,771.8859268749985
reduced_formula_plus_natoms,mb-mp-e-form-001962,JVASP-36386,RhN,RhN,2,0.7687439388100001,0.40058,-368.16393881000016,368.16393881000016
reduced_formula_plus_natoms,mb-mp-e-form-001963,JVASP-36386,RhN,RhN,2,0.8942903038100001,0.40058,-493.7103038100001,493.7103038100001
reduced_formula_plus_natoms,mb-mp-e-form-001965,JVASP-36401,RuC,RuC,2,0.9106825431249987,0.8615,-49.1825431249987,49.1825431249987
reduced_formula_plus_natoms,mb-mp-e-form-001972,JVASP-92928,Mg6WC,Mg6WC,8,0.8302967004687503,0.18339,-646.9067004687503,646.9067004687503
reduced_formula_plus_natoms,mb-mp-e-form-001976,JVASP-36320,MnSn,MnSn,2,0.8184071575000003,0.49854,-319.8671575000003,319.8671575000003
reduced_formula_plus_natoms,mb-mp-e-form-001985,JVASP-78322,B,B,1,0.7123462133333334,0.75634,43.993786666666644,43.993786666666644
reduced_formula_plus_natoms,mb-mp-e-form-001986,JVASP-78324,Mo,Mo,1,0.9077284900000002,0.82549,-82.23849000000027,82.23849000000027
reduced_formula_plus_natoms,mb-mp-e-form-001997,JVASP-79552,MoPb,MoPb,4,0.9785010300000003,0.97872,0.21896999999970745,0.21896999999970745
reduced_formula_plus_natoms,mb-mp-e-form-002008,JVASP-7816,CaC2,CaC2,6,0.9756641074999995,-0.18342,-1159.0841074999996,1159.0841074999996
reduced_formula_plus_natoms,mb-mp-e-form-002008,JVASP-52602,CaC2,CaC2,6,0.9756641074999995,-0.17721,-1152.8741074999996,1152.8741074999996
reduced_formula_plus_natoms,mb-mp-e-form-002025,JVASP-91683,KCo,KCo,8,0.799265331,0.70946,-89.805331,89.805331
reduced_formula_plus_natoms,mb-mp-e-form-002151,JVASP-81152,Li2CuAg,Li2CuAg,4,0.9702435725000003,0.96165,-8.593572500000256,8.593572500000256
reduced_formula_plus_natoms,mb-mp-e-form-002166,JVASP-76932,Li2MgAu,Li2MgAu,4,0.7274774950000003,-0.19831,-925.7874950000003,925.7874950000003
reduced_formula_plus_natoms,mb-mp-e-form-002172,JVASP-76945,Sr2CdAg,Sr2CdAg,4,0.9746251537499999,0.50631,-468.31515374999987,468.31515374999987
reduced_formula_plus_natoms,mb-mp-e-form-002182,JVASP-111253,Ca2PdPt,Ca2PdPt,4,0.8235137049999999,-0.93683,-1760.343705,1760.343705
reduced_formula_plus_natoms,mb-mp-e-form-002201,JVASP-100725,Li2InBi,Li2InBi,4,0.9405181629166666,-0.39086,-1331.3781629166665,1331.3781629166665
reduced_formula_plus_natoms,mb-mp-e-form-002211,JVASP-105132,Ca2PbAu,Ca2PbAu,4,0.8882809700000003,-0.76095,-1649.2309700000003,1649.2309700000003
reduced_formula_plus_natoms,mb-mp-e-form-002290,JVASP-26,P,P,4,0.8728587428571428,0.00024,-872.6187428571428,872.6187428571428
reduced_formula_plus_natoms,mb-mp-e-form-002712,JVASP-25274,C,C,8,0.8323398874999999,0.11246,-719.8798874999999,719.8798874999999
reduced_formula_plus_natoms,mb-mp-e-form-002712,JVASP-8006,C,C,8,0.8323398874999999,0.79973,-32.60988749999982,32.60988749999982
reduced_formula_plus_natoms,mb-mp-e-form-002714,JVASP-53014,Cr3O,Cr3O,8,0.7927156071875006,-0.47201,-1264.7256071875006,1264.7256071875006
reduced_formula_plus_natoms,mb-mp-e-form-002716,JVASP-34882,AsH3,AsH3,16,0.7462332360350001,0.88693,140.69676396499986,140.69676396499986
reduced_formula_plus_natoms,mb-mp-e-form-002717,JVASP-18668,NbCoSn,NbCoSn,3,0.7242578709523807,0.67449,-49.76787095238067,49.76787095238067
reduced_formula_plus_natoms,mb-mp-e-form-002727,JVASP-25274,C,C,8,0.94407078375,0.11246,-831.61078375,831.61078375
reduced_formula_plus_natoms,mb-mp-e-form-002727,JVASP-8006,C,C,8,0.94407078375,0.79973,-144.34078374999993,144.34078374999993
reduced_formula_plus_natoms,mb-mp-e-form-002736,JVASP-51108,HgPRh,HgPRh,3,0.8016680159523807,0.9071,105.43198404761934,105.43198404761934
reduced_formula_plus_natoms,mb-mp-e-form-002739,JVASP-51114,LiHg2Os,LiHg2Os,4,0.6906620237500003,0.79028,99.61797624999969,99.61797624999969
reduced_formula_plus_natoms,mb-mp-e-form-002741,JVASP-51121,NaIrPb,NaIrPb,3,0.8798987149999995,0.7675,-112.39871499999954,112.39871499999954
reduced_formula_plus_natoms,mb-mp-e-form-002767,JVASP-51179,OsPtCl2,OsPtCl2,4,0.8602875246200012,1.01085,150.56247537999877,150.56247537999877
reduced_formula_plus_natoms,mb-mp-e-form-002781,JVASP-67835,BeInSi2,BeInSi2,4,0.7155740804166659,0.53846,-177.11408041666587,177.11408041666587
reduced_formula_plus_natoms,mb-mp-e-form-002782,JVASP-51221,YScBe,YScBe,3,0.8867542250000007,0.80382,-82.9342250000007,82.9342250000007
reduced_formula_plus_natoms,mb-mp-e-form-002800,JVASP-51250,ZrBeCd,ZrBeCd,3,0.7809010766666665,0.71485,-66.05107666666655,66.05107666666655
reduced_formula_plus_natoms,mb-mp-e-form-002806,JVASP-51259,ZrBTe,ZrBTe,3,0.7601930511111105,0.69874,-61.45305111111043,61.45305111111043
reduced_formula_plus_natoms,mb-mp-e-form-002834,JVASP-51318,BiAs2Os,BiAs2Os,4,0.8081880975000004,0.82155,13.361902499999578,13.361902499999578
reduced_formula_plus_natoms,mb-mp-e-form-002845,JVASP-51488,Ca3SnN,Ca3SnN,5,0.677477232524,0.66769,-9.787232524000045,9.787232524000045
reduced_formula_plus_natoms,mb-mp-e-form-002851,JVASP-36347,OsC,OsC,2,0.9114783081250017,1.48398,572.5016918749983,572.5016918749983
reduced_formula_plus_natoms,mb-mp-e-form-002859,JVASP-40840,NbInNi,NbInNi,3,0.6893207348412697,-0.11649,-805.8107348412697,805.8107348412697
reduced_formula_plus_natoms,mb-mp-e-form-002866,JVASP-78757,LaV,LaV,2,0.9227166149999997,0.57441,-348.3066149999997,348.3066149999997
reduced_formula_plus_natoms,mb-mp-e-form-002878,JVASP-38237,Rb3Ho,Rb3Ho,4,0.6658229734913792,0.58539,-80.43297349137923,80.43297349137923
reduced_formula_plus_natoms,mb-mp-e-form-002887,JVASP-38450,Mo3H,Mo3H,4,0.8628368053450011,0.87714,14.303194654998963,14.303194654998963
reduced_formula_plus_natoms,mb-mp-e-form-002901,JVASP-38745,OsAu3,OsAu3,4,0.6905111687499996,0.65883,-31.6811687499996,31.6811687499996
reduced_formula_plus_natoms,mb-mp-e-form-002908,JVASP-37341,Tl3Fe,Tl3Fe,4,0.8701319912499996,0.60486,-265.2719912499997,265.2719912499997
reduced_formula_plus_natoms,mb-mp-e-form-002922,JVASP-37106,Sc2MnC,Sc2MnC,4,0.8238296553125002,0.39914,-424.6896553125002,424.6896553125002
reduced_formula_plus_natoms,mb-mp-e-form-002934,JVASP-36401,RuC,RuC,2,0.6492558581249988,0.8615,212.2441418750013,212.2441418750013
reduced_formula_plus_natoms,mb-mp-e-form-002940,JVASP-20229,WC,WC,2,0.558579876875001,-0.1767,-735.2798768750009,735.2798768750009
reduced_formula_plus_natoms,mb-mp-e-form-002940,JVASP-36215,WC,WC,2,0.558579876875001,0.22249,-336.08987687500104,336.08987687500104
reduced_formula_plus_natoms,mb-mp-e-form-002940,JVASP-17179,WC,WC,2,0.558579876875001,0.27225,-286.329876875001,286.329876875001
reduced_formula_plus_natoms,mb-mp-e-form-002942,JVASP-36226,Ti2In,Ti2In,3,0.5370116211111101,0.51454,-22.471621111110117,22.471621111110117
reduced_formula_plus_natoms,mb-mp-e-form-002944,JVASP-36241,ReC2,ReC2,3,0.45846405833333154,0.41459,-43.874058333331526,43.874058333331526
reduced_formula_plus_natoms,mb-mp-e-form-002954,JVASP-36367,ReN,ReN,2,0.4674121300600014,0.5436,76.18786993999859,76.18786993999859
reduced_formula_plus_natoms,mb-mp-e-form-002957,JVASP-78466,ScC,ScC,2,0.4757682506250003,0.23723,-238.53825062500027,238.53825062500027
reduced_formula_plus_natoms,mb-mp-e-form-002960,JVASP-119943,BaSiC,BaSiC,3,0.5882858537500013,0.44164,-146.64585375000132,146.64585375000132
reduced_formula_plus_natoms,mb-mp-e-form-002974,JVASP-79459,AlCo2Si,AlCo2Si,4,0.452963167500001,0.46426,11.29683249999902,11.29683249999902
reduced_formula_plus_natoms,mb-mp-e-form-002986,JVASP-92928,Mg6WC,Mg6WC,8,0.5536584067187502,0.18339,-370.2684067187502,370.2684067187502
reduced_formula_plus_natoms,mb-mp-e-form-002995,JVASP-91821,RbMg6W,RbMg6W,8,0.5038235477693966,0.38071,-123.11354776939665,123.11354776939665
reduced_formula_plus_natoms,mb-mp-e-form-003005,JVASP-25118,Np,Np,1,0.44892448124999973,-0.0,-448.92448124999976,448.92448124999976
reduced_formula_plus_natoms,mb-mp-e-form-003006,JVASP-93162,LiMg6C,LiMg6C,8,0.5114591189062501,0.21303,-298.4291189062501,298.4291189062501
reduced_formula_plus_natoms,mb-mp-e-form-003009,JVASP-94096,Mg6VB,Mg6VB,8,0.4762159616666666,0.18559,-290.62596166666657,290.62596166666657
